00:00:00.000000 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 06/14/2024 11:45:11, 147 of 399 TestSteps enabled.
00:01:50.684125 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.24 ms]
00:01:50.684125 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.684125 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UESS:SSID1:AGGRlevel:EIGHt 1 [22.2 us]
00:01:50.685124 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.16 ms]
00:01:50.685124 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.685124 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UESS:SSID1:AGGRlevel:SIXTeen 0 [19.3 us]
00:01:50.687641 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.72 ms]
00:01:50.687641 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.688649 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UESS:SSID1:STATe? [1.20 ms]
00:01:50.688649 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.688649 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH UE Specific Search Space \ UESS 1 completed. [25.8 ms]
00:01:50.688649 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH UE Specific Search Space \ UESS 2 started.
00:01:50.689649 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UESS:SSID2:STATe? [735 us]
00:01:50.689649 ; 5G BSE         ; Debug       ; SCPI << 0
00:01:50.689649 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH UE Specific Search Space \ UESS 2 completed. [782 us]
00:01:50.689649 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH UE Specific Search Space completed. [27.0 ms]
00:01:50.689649 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config completed. [81.2 ms]
00:01:50.689649 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDSCH Config started.
00:01:50.689649 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCh:STATe 1 [30.3 us]
00:01:50.690886 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [747 us]
00:01:50.690886 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.690886 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PDSCh:DATA:GAIN 0 [30.1 us]
00:01:50.691895 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.19 ms]
00:01:50.691895 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.691895 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCH:SCID:STATe 1 [28.0 us]
00:01:50.692894 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.45 ms]
00:01:50.692894 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.693896 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCH:SCID 0 [32.5 us]
00:01:50.694897 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.71 ms]
00:01:50.694897 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.694897 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PDSCH:XOVerhead XOH0 [36.0 us]
00:01:50.697223 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.13 ms]
00:01:50.697223 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.697223 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCH:RATYpe TYPE1 [34.7 us]
00:01:50.698236 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.29 ms]
00:01:50.698236 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.699235 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCH:RBGSize CONF1 [30.0 us]
00:01:50.700235 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.20 ms]
00:01:50.700235 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.700235 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCh:MCS:TABle Q64 [17.2 us]
00:01:50.701236 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.18 ms]
00:01:50.701236 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.701236 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCH:MAX:CWORds:STATe 0 [17.1 us]
00:01:50.702234 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.15 ms]
00:01:50.702234 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.702234 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCH:MAX:CWORds 1 [16.2 us]
00:01:50.703744 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.26 ms]
00:01:50.703744 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.703744 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCh:BUNDling:TYPe STATic [33.5 us]
00:01:50.704752 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.26 ms]
00:01:50.704752 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.704752 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCh:BUNDling:DYNamic:SIZE1 N2 [31.6 us]
00:01:50.705760 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.15 ms]
00:01:50.705760 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.706759 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCh:BUNDling:DYNamic:SIZE2 N2 [36.2 us]
00:01:50.707759 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.80 ms]
00:01:50.707759 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.707759 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PDSCh:BUNDling:STATic:SIZE N2 [31.6 us]
00:01:50.709760 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.49 ms]
00:01:50.709760 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.709760 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDSCH Config completed. [19.9 ms]
00:01:50.709760 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDSCH DMRS Config started.
00:01:50.709760 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:DMRS:TYPE TYPE1 [46.7 us]
00:01:50.711920 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.74 ms]
00:01:50.711920 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.711920 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:DL:DMRS:TAPosition POS2 [41.8 us]
00:01:50.713920 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.86 ms]
00:01:50.713920 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.713920 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:DMRS:ADDPosition APOS2 [29.9 us]
00:01:50.714922 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.17 ms]
00:01:50.714922 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.714922 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:DL:DMRS:GAIN 0 [18.8 us]
00:01:50.715921 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.15 ms]
00:01:50.715921 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.715921 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:DMRS:MAXLength MLEN1 [20.5 us]
00:01:50.717921 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.98 ms]
00:01:50.717921 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.717921 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:DMRS:SCID:STATe 0 [32.2 us]
00:01:50.718923 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.09 ms]
00:01:50.718923 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.719923 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:MTA:STATe 1 [16.9 us]
00:01:50.720956 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.45 ms]
00:01:50.720956 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.720956 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:STATe 0 [32.6 us]
00:01:50.722967 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.16 ms]
00:01:50.722967 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.722967 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:FDENsity:STATe 0 [34.7 us]
00:01:50.724965 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.51 ms]
00:01:50.724965 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.724965 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:TDENsity:STATe 0 [30.5 us]
00:01:50.725966 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.28 ms]
00:01:50.725966 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.725966 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:FDENsity:NRB0 1 [31.3 us]
00:01:50.727967 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.66 ms]
00:01:50.727967 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.727967 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:FDENsity:NRB1 20 [45.7 us]
00:01:50.729966 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.27 ms]
00:01:50.729966 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.729966 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:EPRE:PORT1 0 [39.0 us]
00:01:50.731964 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.36 ms]
00:01:50.731964 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.731964 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:TDENsity:MCS1 0 [37.5 us]
00:01:50.732965 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.18 ms]
00:01:50.732965 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.732965 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:TDENsity:MCS2 7 [29.5 us]
00:01:50.733965 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.14 ms]
00:01:50.733965 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.733965 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:TDENsity:MCS3 22 [20.8 us]
00:01:50.734964 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.23 ms]
00:01:50.734964 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.734964 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PTRS:RELement:OFFSet OFFS00 [21.1 us]
00:01:50.736474 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:50.736474 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.736474 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:MTB:STATe 0 [36.6 us]
00:01:50.738493 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.99 ms]
00:01:50.738493 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.738493 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PMTB:DMRS:MAXLength MLEN1 [44.2 us]
00:01:50.741502 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.61 ms]
00:01:50.741502 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.741502 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PMTB:DMRS:TYPE TYPE1 [38.5 us]
00:01:50.743502 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.66 ms]
00:01:50.743502 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.743502 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:DL:PMTB:DMRS:ADDPosition APOS2 [65.3 us]
00:01:50.745504 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.03 ms]
00:01:50.745504 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.745504 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDSCH DMRS Config completed. [35.6 ms]
00:01:50.745504 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH Config started.
00:01:50.745504 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:STATe 0 [72.4 us]
00:01:50.748012 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.20 ms]
00:01:50.748012 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.748012 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:SCID:STATe 0 [38.5 us]
00:01:50.750010 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.35 ms]
00:01:50.750010 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.750010 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:SCID 0 [19.6 us]
00:01:50.751010 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.29 ms]
00:01:50.751010 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.751010 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:FHMode NOHopping [19.5 us]
00:01:50.752010 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.36 ms]
00:01:50.752010 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.752010 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:RAConfig TYPE1 [19.0 us]
00:01:50.753522 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.49 ms]
00:01:50.753522 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.754532 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:RBGSize CONF1 [40.1 us]
00:01:50.756540 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.96 ms]
00:01:50.756540 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.756540 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:ULMAxrank RANK1 [42.1 us]
00:01:50.758541 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.36 ms]
00:01:50.758541 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.758541 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:UFPTransmit:STATe 0 [63.0 us]
00:01:50.761544 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [3.42 ms]
00:01:50.761544 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.762540 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCH:CBSUbset NON [55.8 us]
00:01:50.764540 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.86 ms]
00:01:50.764540 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.765539 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:RMTYpe FULL [49.7 us]
00:01:50.766539 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.37 ms]
00:01:50.766539 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.766539 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TXConfig CODebook [30.3 us]
00:01:50.767539 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.25 ms]
00:01:50.767539 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.767539 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:OVERhead OH0 [21.3 us]
00:01:50.768539 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.12 ms]
00:01:50.768539 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.768539 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TPENabled 1 [19.8 us]
00:01:50.777573 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [8.46 ms]
00:01:50.777573 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.777573 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TPENabled:ASN:INCLude 1 [69.7 us]
00:01:50.782570 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [4.91 ms]
00:01:50.782570 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.782570 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:MCS:TABle Q64 [46.8 us]
00:01:50.783572 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.30 ms]
00:01:50.783572 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.783572 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TPRecoding:MCS:TABle Q64 [19.8 us]
00:01:50.791094 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [6.66 ms]
00:01:50.791094 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.791094 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:PITP:STATe 0 [122 us]
00:01:50.792094 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.48 ms]
00:01:50.792094 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.792094 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TXConfig:STATe 1 [41.7 us]
00:01:50.795093 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.88 ms]
00:01:50.795093 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.795093 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:PITBpsk:BOOSt:STATus 0 [68.3 us]
00:01:50.797094 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.06 ms]
00:01:50.797094 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.797094 ; TestStep       ; Debug       ; TA version: 24.19.0.1190
00:01:50.797094 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:UOPusch:STATe 1 [46.5 us]
00:01:50.799094 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.33 ms]
00:01:50.799094 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.799094 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:UOPusch:SCALing F1P0 [34.1 us]
00:01:50.800096 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.26 ms]
00:01:50.800096 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.800096 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TPRecoding:QAM256:STATe 0 [22.4 us]
00:01:50.802095 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.57 ms]
00:01:50.802095 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.802095 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:NTPRecoding:QAM256:STATe 0 [33.3 us]
00:01:50.803605 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.44 ms]
00:01:50.803605 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.803605 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH Config completed. [57.5 ms]
00:01:50.803605 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH DMRS Config started.
00:01:50.803605 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:STATe 1 [49.1 us]
00:01:50.804712 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:50.804712 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.805726 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:GRHOpp:TPRecoding:STATe 0 [44.6 us]
00:01:50.806726 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.46 ms]
00:01:50.806726 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.806726 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:ITPRecoding:STATe 0 [28.6 us]
00:01:50.808725 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.82 ms]
00:01:50.808725 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.808725 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:SCID:STATe 0 [60.9 us]
00:01:50.811727 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [3.18 ms]
00:01:50.811727 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.811727 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:SGtprecoding:STATe 0 [42.8 us]
00:01:50.813726 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.43 ms]
00:01:50.813726 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.813726 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:MTA:STATe 1 [26.2 us]
00:01:50.814725 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.07 ms]
00:01:50.814725 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.814725 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:MTB:STATe 0 [18.4 us]
00:01:50.815724 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.14 ms]
00:01:50.815724 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.815724 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:STATe 0 [17.0 us]
00:01:50.816725 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.11 ms]
00:01:50.816725 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.816725 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:NUMBer:PORTs 1 [16.1 us]
00:01:50.817724 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.21 ms]
00:01:50.817724 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.817724 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:FDENsity:NRB0 1 [28.4 us]
00:01:50.819724 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.46 ms]
00:01:50.819724 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:50.819724 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:FDENsity:NRB1 20 [28.1 us]
00:01:50.822246 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.85 ms]
